"id","title","vote_average","vote_count","status","release_date","revenue","runtime","adult","backdrop_path","budget","homepage","imdb_id","original_language","original_title","overview","popularity","poster_path","tagline","genres","production_companies","production_countries","spoken_languages","keywords"
"121","The Lord of the Rings: The Two Towers","8.385","20274","Released","2002-12-18","926287400","179","False","/zcc0My3G4SYR72VuEYHNcUWkkW0.jpg","79000000","http://www.lordoftherings.net/","tt0167261","en","The Lord of the Rings: The Two Towers","Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","78.73","/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg","A New Power Is Rising.","Adventure, Fantasy, Action","New Line Cinema, WingNut Films, The Saul Zaentz Company","New Zealand, United States of America","English","mission, army, based on novel or book, funeral, orcs, elves, dwarf, explosive, fort, cave, siege, addiction, attack, dragon, guide, death, split personality, wizard, ring, live action and animation, sword and sorcery"
"1771","Captain America: The First Avenger","6.995","20269","Released","2011-07-22","370569774","124","False","/4NWWpT0jiMUak8r6jfpvG4eBgFU.jpg","140000000","https://www.marvel.com/movies/captain-america-the-first-avenger","tt0458339","en","Captain America: The First Avenger","During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.","43.665","/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg","When patriots become heroes","Action, Adventure, Science Fiction","Marvel Studios","United States of America","French, Norwegian, English","new york city, nazi, superhero, world war ii, heroism, shield, based on comic, super soldier, period drama, brooklyn, new york city, aftercreditsstinger, marvel cinematic universe (mcu), origin story, soldiers, war"
"297761","Suicide Squad","5.909","20097","Released","2016-08-03","746846894","123","False","/zC70x9wqPPtxU99HsoGsxQ8IhSw.jpg","175000000","http://www.suicidesquad.com/","tt1386697","en","Suicide Squad","From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.","35.356","/xFw9RXKZDvevAGocgBK0zteto4U.jpg","Worst. Heroes. Ever.","Action, Adventure, Fantasy","DC Entertainment, Dune Entertainment, Warner Bros. Pictures, Atlas Entertainment, DC Comics, DC Films, Lin Pictures","United States of America","English, Japanese, Spanish","secret mission, superhero, anti hero, villain, supervillain, dc extended universe (dceu)"
"673","Harry Potter and the Prisoner of Azkaban","8.02","20038","Released","2004-05-31","789804554","141","False","/obKmfNexgL4ZP5cAmzdL4KbHHYX.jpg","130000000","https://www.warnerbros.com/movies/harry-potter-and-prisoner-azkaban/","tt0304141","en","Harry Potter and the Prisoner of Azkaban","Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.","124.386","/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg","Something wicked this way comes.","Adventure, Fantasy","Warner Bros. Pictures, 1492 Pictures, Heyday Films, P of A Productions Limited","United Kingdom, United States of America","English","witch, school friend, friendship, flying, magic, bus, traitor, child hero, school of witchcraft, black magic, time travel, school, best friend, werewolf, muggle, wizard, aftercreditsstinger, magical creature, night bus, teenage life, christmas, school class, based on young adult novel, magic spell, wizarding world"
"10195","Thor","6.768","20023","Released","2011-04-21","449326618","115","False","/1wOu8rdvPxU1ObHi20VcRhfNpbo.jpg","150000000","http://thor.marvel.com/","tt0800369","en","Thor","Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.","51.277","/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg","Two worlds. One hero.","Adventure, Fantasy, Action","Marvel Studios","United States of America","English","new mexico, superhero, redemption, banishment, based on comic, brother against brother, norse mythology, aftercreditsstinger, marvel cinematic universe (mcu), worlds collide, god of thunder, fantasy"
"10138","Iron Man 2","6.835","19756","Released","2010-04-28","623933331","124","False","/jesRqfL9v6HNnowe795xjmuKUXl.jpg","200000000","https://www.marvel.com/movies/iron-man-2","tt1228705","en","Iron Man 2","With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.","84.445","/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg","It's not the armor that makes the hero, but the man inside.","Adventure, Action, Science Fiction","Marvel Studios, Fairview Entertainment","United States of America","English, Russian, French","technology, superhero, malibu, based on comic, revenge, aftercreditsstinger, marvel cinematic universe (mcu), break out"
"272","Batman Begins","7.701","19561","Released","2005-06-10","374218673","140","False","/lh5lbisD4oDbEKgUxoRaZU8HVrk.jpg","150000000","https://www.warnerbros.com/movies/batman-begins/","tt0372784","en","Batman Begins","Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.","66.286","/4MpN4kIEqUjW8OPtOQJXlTdHiJV.jpg","Evil fears the knight.","Action, Crime, Drama","Warner Bros. Pictures, DC Comics, Syncopy, Legendary Pictures, Patalex III Productions Limited","United Kingdom, United States of America","English, Urdu, Mandarin","martial arts, undercover, loss of loved one, secret identity, crime fighter, superhero, based on comic, rivalry, ninja, vigilante, tragic hero, super power, haunted by the past, evil doctor, master villain, unfulfilled love"
"284053","Thor: Ragnarok","7.595","19539","Released","2017-10-02","855301806","131","False","/kaIfm5ryEOwYg8mLbq8HkPuM1Fo.jpg","180000000","https://marvel.com/movies/movie/222/thor_ragnarok","tt3501632","en","Thor: Ragnarok","Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.","45.2","/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg","No hammer. No problem.","Action, Adventure, Science Fiction","Marvel Studios","United States of America","English","superhero, based on comic, sequel, alien planet, female villain, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), norse god, loki"
"150540","Inside Out","7.922","19463","Released","2015-06-09","857611174","95","False","/j29ekbcLpBvxnGk6LjdTc2EI5SA.jpg","175000000","http://movies.disney.com/inside-out","tt2096673","en","Inside Out","Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.","107.292","/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg","Meet the little voices inside your head.","Animation, Family, Adventure, Drama, Comedy","Pixar, Walt Disney Pictures","United States of America","English","dream, san francisco, california, minnesota, sadness, cartoon, ice hockey, imaginary friend, elementary school, family relationships, memory, family, unicorn, running away, duringcreditsstinger, emotions"
"135397","Jurassic World","6.682","19414","Released","2015-06-06","1671537444","124","False","/dF6FjTZzRTENfB4R17HDN20jLT2.jpg","150000000","http://www.jurassicworld.com/","tt0369610","en","Jurassic World","Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.","54.089","/A0LZHXUzo5C60Oahvt7VxvwuzHw.jpg","The park is open.","Action, Adventure, Science Fiction, Thriller","Amblin Entertainment, Universal Pictures","United States of America","English","island, primal fear, escape, velociraptor, dna, tyrannosaurus rex, animal attack, sequel, dinosaur, creature, park, amusement park, theme park, genetic engineering, raptor, animal horror, mosasaurus"
"807","Se7en","8.368","19403","Released","1995-09-22","327311859","127","False","/i5H7zusQGsysGQ8i6P361Vnr0n2.jpg","33000000","http://www.sevenmovie.com/","tt0114369","en","Se7en","Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.","53.521","/6yoghtyTpznpBik8EngEmJskVUO.jpg","Seven deadly sins. Seven ways to die.","Crime, Mystery, Thriller","New Line Cinema, Juno Pix, Cecchi Gori Pictures","United States of America","English","drug dealer, rage and hate, police, s.w.a.t., sadism, self-fulfilling prophecy, psychopath, detective, rain, investigation, pension, evisceration, pride and vanity, immoderateness, insomnia, murder, serial killer, religion, seven deadly sins, depravity, neo-noir"
"674","Harry Potter and the Goblet of Fire","7.816","19287","Released","2005-11-16","895921036","157","False","/5rrGVmRUuCKVbqUu41XIWTXJmNA.jpg","150000000","https://www.warnerbros.com/movies/harry-potter-and-goblet-fire/","tt0330373","en","Harry Potter and the Goblet of Fire","When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.","134.276","/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg","Dark And Difficult Times Lie Ahead.","Adventure, Fantasy","Warner Bros. Pictures, Heyday Films, Patalex IV Productions Limited","United Kingdom, United States of America","English, French","witch, dying and death, based on novel or book, magic, boarding school, world cup, maze, mermaid, school of witchcraft, black magic, chosen one, vision, school, tournament, dragon, wizard, teenage hero, christmas, based on young adult novel, wizarding world"
